#hg19.knownGene.name	hg19.knownGene.proteinID	hg19.kgXref.geneSymbol
uc002gjm.2	O43448	KCNAB3
uc002gjo.2	Q9Y5R8	TRAPPC1
uc002gjp.3	Q8N137-2	CNTROB
uc002gjt.2	Q02846	GUCY2D
uc002gju.3	O15296	ALOX15B
uc002gjx.1		AX747630
uc002gjy.1	O75342	ALOX12B
uc010vuo.2	Q9BYJ1-2	ALOXE3
uc002gkb.2	F8VPC9	HES7
uc002gkd.3	O15534	PER1
uc010cnt.1	P63027	VAMP2
uc002gkh.4	Q6UX40-4	TMEM107
uc010vut.2	Q96GS4	C17orf59
uc002gkm.4	Q96GD4	AURKB
uc002gkq.4	Q2NKJ3	CTC1
uc002gkr.3	O15067	PFAS
uc002gku.1	Q3KQZ1-4	SLC25A35
uc002gkv.3	Q9HD47	RANGRF
uc002glc.3	O94989	ARHGEF15
uc002gle.1	Q2M2E3	ODF4
uc031qyy.1	C3TX97	ODF4
uc002glf.1	Q6ZNG9	KRBA2
uc002glh.1	P61254	RPL26
uc010vuy.1	A6NCQ9	RNF222
uc002glj.4	Q9GZM8	NDEL1
uc002glm.4	F8VTL3	MYH10
uc002gln.3	Q96M95	CCDC42
uc010cnz.1	A6NLX3	SPDYE4
uc002glp.2	Q8IWD5	MFSD6L
uc002glq.1	Q5UE93	PIK3R6
uc002glt.3	Q8WYR1	PIK3R5
uc002glw.4	O95631	NTN1
uc002glx.3	Q9UNK0	STX8
uc002gly.3	Q8N1V2	WDR16
uc010cod.4	Q70EL4	USP43
uc010vvb.2	A6NNS2	DHRS7C
uc002gmd.1	O95838	GLP2R
uc002gme.1	P35243	RCVRN
uc002gmg.1	O60861	GAS7
uc002gmk.1	Q9UKX3	MYH13
uc002gmm.2	P13535	MYH8
uc002gmn.3	Q9Y623	MYH4
uc002gmo.3	P12882	MYH1
uc010coi.3	Q9UKX2	MYH2
uc002gmq.2	P11055	MYH3
uc002gmr.4	O75880	SCO1
uc002gmt.3	Q3LIE5	ADPRM
uc002gmx.3	Q6QAJ8	TMEM220
uc031qzb.1		TMEM220-AS1
uc010col.3	P0C851	PIRT
uc002gnc.2	Q6ZSJ9-3	SHISA6
uc002gne.3	Q9NYC9	DNAH9
uc002gng.1	P17022	ZNF18
uc002gnj.3	P45985	MAP2K4
uc002gno.2	Q8IZQ8-3	MYOCD
uc002gnr.4	Q17R89	ARHGAP44
uc010vvr.2	Q9BQ52-4	ELAC2
uc002gob.1	Q9Y663	HS3ST3A1
uc002gof.4	Q12887	COX10
uc010vvu.2	Q96T59	CDRT15
uc002goh.1	Q9Y662	HS3ST3B1
uc002goj.3	Q01453	PMP22
uc002gon.3	Q9BXF9	TEKT3
uc002gop.2	D3DTT2	CDRT4
uc002goq.2	Q96ET8	TVP23C
uc002gor.1	H0Y626	TRIM16
uc010cot.3	Q9HBT8	ZNF286A
uc010cov.3	NP_848666	TBC1D26
uc002gpc.3	A6NDR6	MEIS3P1
uc002gpd.1	P29275	ADORA2B
uc002gpf.3	Q19AV6	ZSWIM7
uc002gph.3	Q6DKK2	TTC19
uc002gpo.3	O75376	NCOR1
uc002gpv.3	Q9Y2B2	PIGL
uc002gpw.3	Q7Z7K6-3	CENPV
uc002gpx.3	P0CG47	UBB
uc002gpy.3	Q9Y5S1	TRPV2
uc021tqz.1	Q8N1F1	C17orf76-AS1
uc010cph.2	Q8NAA5	FAM211A
uc002gqi.2	NP_065704	ZNF287
uc010cpi.2	Q9P2J8	ZNF624
uc002gqk.1	A2RUR9	CCDC144A
uc002gqo.2	P0CH98	FAM106CP
uc010vwr.1	B4E2J5	KRT16P2
uc002gqs.1	O14836	TNFRSF13B
uc002gqy.2	H0Y2S9	MPRIP
uc002gqz.3	Q8N2A8	PLD6
uc002gra.4	Q8NFG4	FLCN
uc002grd.3	Q9UNS2	COPS3
uc002grf.3	Q9NPB1	NT5M
uc021trf.1	NP_001230241	SMCR9
uc002grh.1	Q9NWA0	MED9
uc002gri.3	Q9Y272	RASD1
uc002grl.4	Q9UBM1-2	PEMT
uc002grm.3	Q7Z5J4	RAI1
uc010cpo.1	Q8TEV8	SMCR5
uc002grt.2	P36956-4	SREBF1
uc002grz.4	Q6ZVM7	TOM1L2
uc021trk.1	Q9H069	LRRC48
uc002gse.1	Q8N5M1	ATPAF2
uc002gsg.1	Q8IVV7	GID4
uc002gsh.2	P55039	DRG2
uc021trl.1	Q9UKN7	MYO15A
uc010cpw.3	Q6P6C2	ALKBH5
uc002gsp.3	NP_004131	LLGL1
uc002gsr.2	Q13045	FLII
uc010vxq.2	J3KPT3	SMCR7
uc002gsx.1	Q13472	TOP3A
uc002gsy.4	Q8TEV9	SMCR8
uc002gta.3	P34896	SHMT1
uc002gte.3	A8MZ36	EVPLL
uc002gtv.3	Q6ZRU5	LOC339240
uc002gtw.3	Q6DKI2	LGALS9C
uc002gtz.2	Q4KMX7	FAM106A
uc002guc.2	Q3MJ40-2	CCDC144B
uc002gud.2	Q2M2D7	TBC1D28
uc010vyd.1	P0CG31	ZNF286B
uc002gui.1	Q309B1	TRIM16L
uc002guk.3	Q5XX13	FBXW10
uc002gum.2	Q9NYZ1	TVP23B
uc002gup.2	O60256	PRPSAP2
uc002gut.2	A0PJK1-4	SLC5A10
uc002guw.3	A6ND36	FAM83G
uc002guy.3	Q13588	GRAP
uc010cqk.1	Q8TC17	GRAPL
uc002gvd.4	O95208	EPN2
uc002gvk.4	Q9UPM9	B9D1
uc010vyr.2	NP_001230402	B9D1
uc002gvp.3	Q13164	MAPK7
uc002gvs.3	A8MVM2	MFAP4
uc010vyw.2	Q9ULX5	RNF112
uc002gvy.1	Q96FL8	SLC47A1
uc002gwa.1	P51648-2	ALDH3A2
uc002gwf.4	Q86VL8-4	SLC47A2
uc010cqu.3	P30838	ALDH3A1
uc002gwn.3	Q8IYT8	ULK2
uc002gwo.4	O43572	AKAP10
uc002gwq.3	Q5M775	SPECC1
uc002gwz.1	Q3B8N2-2	LGALS9B
uc021tsn.1	A8MXV6	CDRT15L2
uc002gyf.3	Q6NUI1	CCDC144NL
uc002gyk.2		BC043529
uc002gym.4	Q9UPT9	USP22
uc002gyo.3	Q6IAN0	DHRS7B
uc002gyq.2		TMEM11
uc002gyp.2	P17152	TMEM11
uc010vzx.2	Q8N6N6	C17orf103
uc002gys.3	P46734	MAP2K3
uc021tss.1	NP_001181887	KCNJ12
uc002gyw.4	A8MQB3	C17orf51
uc002gyy.3	J3QLP7	UBBP4
uc002gyz.4	Q8N5T8	FAM27L
uc002gzb.2	P0CJ68	MTRNR2L1
uc002gzd.1	Q9Y6I7	WSB1
uc031qzj.1	H7BYU0	KSR1
uc002gzp.3	O00182	LGALS9
uc002gzu.3	P35228	NOS2
uc002gzx.3	A8MSI8	LYRM9
uc010crj.3	Q9UBE8	NLK
uc010wac.2		PPY2
uc002has.3	Q8N7Q0	KRT18P55
uc002hat.3	Q5BJF2	TMEM97
uc002hau.2	Q8IY31-3	IFT20
uc002hay.3	Q13829	TNFAIP1
uc002haz.3	Q9Y2S7	POLDIP2
uc002hba.3	Q8N511	TMEM199
uc010wai.1	Q9HB31	SEBOX
uc002hbc.3	P04004	VTN
uc010crl.1	Q6SZW1	SARM1
uc002hbf.2	Q96NT5	SLC46A1
uc010wan.2	E7ETH5	SLC13A2
uc002hbj.3	O15353	FOXN1
uc002hbk.2	Q13432	UNC119
uc002hbo.2	Q96S52	PIGS
uc002hbp.3	P09972	ALDOC
uc002hbq.3	Q96R06	SPAG5
uc002hbu.3	Q14667	KIAA0100
uc002hbw.3	Q99470	SDF2
uc002hby.3	Q7KZ85	SUPT6H
uc002hca.1	Q8NCQ7-2	PROCA1
uc010was.1	J3KQW8	RAB34
uc031qzp.1	C9JY26	RAB34
uc031qzq.1	P0DI83	NARR
uc002hci.3	P62750	RPL23A
uc002hco.3	Q96CP7	TLCD1
uc002hcp.3	Q86SG6	NEK8
uc002hcs.3	Q9BUZ4	TRAF4
uc010way.1	Q8WU58	FAM222B
uc002hcy.1	O75616	ERAL1
uc002hdc.3	Q14254	FLOT2
uc002hde.4	Q6UX07	DHRS13
uc002hdg.1	Q96QT6	PHF12
uc002hdp.2	Q53EL9	SEZ6
uc002hdr.1	Q9P0Z9	PIPOX
uc002hdt.1	Q92614	MYO18A
uc002hdv.1	O95411	TIAF1
uc002hdw.3	P05813	CRYBA1
uc002hdy.4	Q7Z417	NUFIP2
uc002hdz.2	Q7L7X3	TAOK1
uc002hed.2	Q6UXT9	ABHD15
uc002hee.3	Q8NBR0	TP53I13
uc002heg.2	Q9Y2X7-3	GIT1
uc002hei.3	Q86YJ7	ANKRD13B
uc002hel.2	Q6QEF8-5	CORO6
uc002heo.1	Q76I76	SSH2
uc002het.3	NP_940931	EFCAB5
uc002heu.4	Q9H0G5	NSRP1
uc002hey.5	P31645	SLC6A4
uc002hez.2	Q13867	BLMH
uc002hfa.1	Q6UXZ0	TMIGD1
uc002hfb.2	O75976	CPD
uc002hfe.3	O95249	GOSR1
uc002hfh.3	Q9UFV1	TBC1D29
uc002hfl.3	J3QKM3	LRRC37BP1
uc010csj.3		LRRC37BP1
uc002hfr.4	Q8IUI8	CRLF3
uc002hfs.1	Q96QE3	ATAD5
uc002hfu.2	Q96QE5	TEFM
uc002hfx.3	Q9NPF8	ADAP2
uc002hfz.3	Q8IUD6	RNF135
uc002hgg.3	P21359	NF1
uc002hgj.3	P23515	OMG
uc002hgk.2	P34910	EVI2B
uc002hgm.3	P22794	EVI2A
uc002hgn.1	Q86YS3	RAB11FIP4
uc002hgp.3	Q9NQ92	COPRS
uc002hgr.3	Q9NYH9	UTP6
uc002hgs.2	Q15022	SUZ12
uc002hgu.3	Q96QE4	LRRC37B
uc021tuv.1		SH3GL1P1
uc002hgw.3	Q8IXI2-3	RHOT1
uc002hhc.4		ARGFXP2
uc002hhe.1	P58872	RHBDL3
uc002hhg.3	Q9HAS0	C17orf75
uc002hhj.4	E1P660	ZNF207
uc010cta.2	O00231	PSMD11
uc002hhn.3	Q15078	CDK5R1
uc002hho.1	O94832	MYO1D
uc002hhr.3	Q9Y2Y6	TMEM98
uc002hhs.1	Q8IXA5	SPACA3
uc002hhu.3	Q16515	ASIC2
uc002hhy.3	P13500	CCL2
uc002hhz.4	P80098	CCL7
uc002hia.1	P51671	CCL11
uc002hib.3	P80075	CCL8
uc002hic.3	Q99616	CCL13
uc002hid.1	P22362	CCL1
uc002hie.1	A2RUQ5	C17orf102
uc002hif.3	Q6IEE7	TMEM132E
uc002hig.3	Q92526	CCT6B
uc002hih.4	Q96NB3	ZNF830
uc002hik.2	P49916	LIG3
uc002hin.1	Q8WZ73	RFFL
uc010ctj.2		RAD51D
uc002hix.3	Q8TC99	FNDC8
uc002hiy.1	Q9NVX2	NLE1
uc002hja.3	Q8IWX7	UNC45B
uc002hjd.2	Q8N808	SLC35G3
uc002hjf.4	Q08AF3	SLFN5
uc010ctr.3	Q7Z7L1	SLFN11
uc002hji.4	Q8IYM2	SLFN12
uc002hjl.2	Q68D06	SLFN13
uc021tuy.1	F5H6G3	SLFN12L
uc010ctu.1	P0C7P3	SLFN14
uc002hjp.3	O00623	PEX12
uc002hjq.3	P63010-2	AP2B1
uc002hju.3	Q96S79	RASL10B
uc002hjv.2	Q8NHY3	GAS2L2
uc002hjx.3	Q8WW18	C17orf50
uc002hjy.1	Q9H239	MMP28
uc002hkd.4	Q92804	TAF15
uc002hke.1	A2RTY3	C17orf66
uc031qzv.1	A2RTY3	C17orf66
uc002hkf.3	P13501	CCL5
uc002hkh.3	Q8NG50	RDM1
uc002hkj.2	O75951	LYZL6
uc002hkl.3	O15467	CCL16
uc010wcq.1	Q16627-2	CCL14
uc010wcu.2	Q16663	CCL15
uc002hks.1	P55773-2	CCL23
uc002hku.3	P55774	CCL18
uc002hkv.3	P10147	CCL3
uc002hkw.1	P13236	CCL4
uc002hky.2	A6NDS4	TBC1D3B
uc002hlf.2	P16619	CCL3L1
uc010cuj.3	Q8NHW4	CCL4L2
uc010cum.2		DQ580766
uc002hlk.2	Q6IPX1	TBC1D3C
uc002kig.1	P16619	CCL3L1
uc002hlw.3	Q8NHW4	CCL4L2
uc002hms.1	Q15649	ZNHIT3
uc010wcy.2	Q96H55	MYO19
uc002hmz.1	Q7Z7B1	PIGW
uc002hnb.3	Q9H3C7	GGNBP2
uc002hnd.3	Q6UWP2	DHRS11
uc002hne.3	Q6IN84	MRM1
uc002hnh.2	P48742	LHX1
uc002hni.3	Q9NY61	AATF
uc002hno.3	Q13085-4	ACACA
uc002hns.3	Q8N4C9	C17orf78
uc002hnt.3	O75478	TADA2A
uc002hnx.2	O95147	DUSP14
uc010wdf.2	Q9UMZ2-3	SYNRG
uc002hoi.2	Q9Y2R4	DDX52
uc002hok.4	P35680	HNF1B
uc002hoo.2	Q8IZP1	TBC1D3
uc002hpn.2		DQ580766
uc002hpp.2	A6NER0	TBC1D3
uc002hpy.3	Q9BRJ2	MRPL45
uc031qzx.1	NP_001265208	MRPL45
uc002hpz.3	Q6PRD1	GPR179
uc002hqa.3	O14512	SOCS7
uc021twd.1	Q9P227	ARHGAP23
uc002hqd.3	Q9C0H9-5	SRCIN1
uc010wdq.2	A6NHQ4	C17orf96
uc002hqi.4	NP_005928	MLLT6
uc010wds.1	P0C7P0	CISD3
uc002hqp.1	P35227	PCGF2
uc002hqr.3	P49720	PSMB3
uc002hqs.3	P78356	PIP4K2B
uc002hqu.4	Q9NXE8	CWC25
uc002hqv.2	A8MV24	C17orf98
uc002hqx.1	P62829	RPL23
uc010cvq.3	NP_001258537	LASP1
uc002hra.3	Q14847	LASP1
uc002hrc.2	Q5MNV8	FBXO47
uc002hrf.1	Q6ZVQ0	LOC100131347
uc002hrg.2	Q8IUK5	PLXDC1
uc010wea.2	A6NH57	ARL5C
uc031qzy.1		ARL5C
uc002hrm.2	Q02641	CACNB1
uc002hrq.1	P84098	RPL19
uc002hrs.3	Q6ZMT1	STAC2
uc002hrt.3	Q96IG2	FBXL20
uc002hrv.4	Q15648	MED1
uc010cvv.3	Q9NYV4	CDK12
uc002hry.3	Q15784	NEUROD2
uc002hrz.3	Q9UD71	PPP1R1B
uc002hsd.3	Q14849	STARD3
uc002hsh.3	O15273	TCAP
uc002hsi.2	P11086	PNMT
uc002hsj.3	Q96FM1	PGAP3
uc002hso.3	P04626	ERBB2
uc002hsq.3	Q9BRT3	MIEN1
uc021twu.1	Q14451-3	GRB7
uc002hsu.4	Q9UKT9	IKZF3
uc002hte.3	Q6X784	ZPBP2
uc010cwj.3	Q8TAX9-4	GSDMB
uc002htj.2	Q8N138	ORMDL3
uc021twv.1	A6NJW4	LRRC3C
uc002htl.1	Q96QA5	GSDMA
uc002htn.2	O43242	PSMD3
uc002htp.3	P09919	CSF3
uc002htt.3	O75448	MED24
uc002htw.3	P10827	THRA
uc002htz.3	P20393	NR1D1
uc002hua.4	NP_001012241	MSL1
uc002hue.3	O15234	CASC3
uc010cwu.1	NP_057423	RAPGEFL1
uc002hug.1	Q8TF74	WIPF2
uc002huj.1	Q99741	CDC6
uc002huk.2	P10276	RARA
uc031rae.1	A8MUP8	RARA
uc010cwz.3	Q8N144	GJD3
uc010cxa.1	J3KT39	GJD3
uc002huq.3	P11388	TOP2A
uc002hus.3	P22692	IGFBP4
uc010cxb.3	Q8IZW8	TNS4
uc002huw.3	P32248	CCR7
uc002hux.2	Q969G3	SMARCE1
uc002hvc.2	Q8N1A0	KRT222
uc002hvd.3	Q2M2I5	KRT24
uc002hve.3	Q7Z3Z0	KRT25
uc002hvf.3	Q7Z3Y9	KRT26
uc002hvg.3	Q7Z3Y8	KRT27
uc002hvh.1	Q7Z3Y7	KRT28
uc002hvi.3	NP_000412	KRT10
uc021txc.1	Q8N816	TMEM99
uc002hvk.2	Q99456	KRT12
uc002hvl.3	P35900	KRT20
uc002hvm.1	Q9C075	KRT23
uc002hvo.1	Q6A163	KRT39
uc010cxh.1	Q6A162	KRT40
uc002hvr.1	Q9BYR6	KRTAP3-3
uc002hvs.3	Q9BYR7	KRTAP3-2
uc002hvt.1	Q9BYR8	KRTAP3-1
uc002hvu.3	Q9BYS1	KRTAP1-5
uc031raf.1	P0C5Y4	KRTAP1-4
uc002hvv.3	NP_112228	KRTAP1-3
uc002hvw.1	Q07627	KRTAP1-1
uc010cxi.3	Q9BYU5	KRTAP2-1
uc010cxj.3	Q9BYT5	KRTAP2-2
uc002hvx.3	P0C7H8	KRTAP2-3
uc002hvy.3	P0C7H8	KRTAP2-4
uc010wfn.2	NP_149050	KRTAP4-7
uc010wfo.2	Q9BYQ9	KRTAP4-8
uc010wfp.2	Q9BYQ8	KRTAP4-9
uc002hvz.3	Q9BYQ6	KRTAP4-11
uc002hwa.3	Q9BQ66	KRTAP4-12
uc010cxk.2	NP_112238	KRTAP4-6
uc002hwb.3	Q9BYR2	KRTAP4-5
uc002hwc.3	Q9BYR3	KRTAP4-4
uc010cxl.3	Q9BYR4	KRTAP4-3
uc002hwd.3	NP_149051	KRTAP4-2
uc002hwe.4	NP_149049	KRTAP4-1
uc021txf.1	A8MXZ3	KRTAP9-1
uc002hwf.3	Q9BYQ4	KRTAP9-2
uc021txg.1	Q9BYQ3	KRTAP9-3
uc002hwh.4	Q9BYQ0	KRTAP9-8
uc002hwi.3	Q9BYQ2	KRTAP9-4
uc021txh.1	B5MDD6	KRTAP9-9
uc031rag.1	A8MVA2	KRTAP9-6
uc031rah.1	A8MTY7	KRTAP9-7
uc031rai.1	A8MX34	KRTAP29-1
uc021txi.1	A8MUX0	KRTAP16-1
uc002hwj.3	Q9BYP8	KRTAP17-1
uc002hwk.2	O76009	KRT33A
uc002hwl.4	Q14525	KRT33B
uc002hwm.3	O76011	KRT34
uc002hwn.3	Q15323	KRT31
uc002hwp.1	O76014	KRT37
uc002hwq.1	O76015	KRT38
uc002hwr.3	Q14532	KRT32
uc002hws.3	Q92764	KRT35
uc002hwt.3	O76013	KRT36
uc002hwu.1	NP_705694	KRT13
uc002hwy.3	NP_002266	KRT15
uc002hxe.4	P35527	KRT9
uc002hxf.2	NP_000517	KRT14
uc002hxg.4	P08779	KRT16
uc002hxh.2	Q04695	KRT17
uc002hxj.3	P41567	EIF1
uc002hxl.3	P01350	GAST
uc002hxn.1	P54257-2	HAP1
uc002hxs.2	P14923	JUP
uc002hxt.3	Q92791	LEPREL4
uc002hxv.2	Q96AY3	FKBP10
uc021txo.1	C9JKC4	NT5C3B
uc010cxr.3	Q6JEL2	KLHL10
uc002hyf.1	Q9NVR0	KLHL11
uc002hyg.3	P53396	ACLY
uc002hyj.4	Q96NG3	TTC25
uc002hyl.1	P09543	CNP
uc002hyo.3	Q99615	DNAJC7
uc002hys.3	Q9NYR9	NKIRAS2
uc031raj.1	Q66K41-2	ZNF385C
uc021txr.1	NP_001229633	ZNF385C
uc002hyw.3	Q96C10	DHX58
uc002hyx.2	Q92830	KAT2A
uc002hyy.2	Q9BQS6	HSPB9
uc010cxx.3	F8W1H5	RAB5C
uc002hzb.2	Q9UQ05	KCNH4
uc002hzc.1	O43612	HCRT
uc002hzf.4	Q8N2G8	GHDC
uc002hzh.3	P51692	STAT5B
uc002hzj.2	P42229	STAT5A
uc002hzl.1	P40763	STAT3
uc010cyf.1		AK092965
uc002hzo.3	Q6NZI2	PTRF
uc002hzs.3	Q93050-3	ATP6V0A1
uc002hzu.3		ATP6V0A1
uc002hzv.3	P54802	NAGLU
uc002hzw.3	P14061	HSD17B1
uc002hzy.3		BC043620
uc010cyj.4	Q13057-2	COASY
uc002iag.3	Q9UH92	MLX
uc002iai.3	Q9P2W1	PSMC3IP
uc002ial.2	Q86VR2	FAM134C
uc002ian.3	P23258	TUBG1
uc010wgr.2	Q9NRH3	TUBG2
uc002iau.3	NP_079203	PLEKHH3
uc002iax.4	P46092	CCR10
uc002iay.3	P78357	CNTNAP1
uc002iaz.3	Q92800	EZH1
uc002ibg.3	O60895	RAMP2
uc002ibi.3	Q9BRG1	VPS25
uc002ibj.3	Q96J92	WNK4
uc010wgz.2	B7Z2R6	COA3
uc002ibl.4	Q9Y2R0	COA3
uc002ibm.4	Q8N815	CNTD1
uc002ibn.2	Q14457	BECN1
uc002ibq.4	P61289-2	PSME3
uc002ibu.3	O75106	AOC2
uc002ibv.4	Q16853	AOC3
uc002ibw.1		AOC4
uc002ibx.3		AF047486
uc010whe.1	B4DPD9	LINC00671
uc002icb.2	P35575	G6PC
uc010whg.2	Q9BTE6-3	PTGES3L-AARSD1
uc002ici.1	NP_775102	RUNDC1
uc002icj.3	P61353	RPL27
uc021txx.1	P80217-2	IFI35
uc002icm.1	Q99536	VAT1
uc002icn.3	P52198	RND2
uc002ict.3	J3KQF3	BRCA1
uc010whv.2	Q14596	NBR1
uc002idn.1	Q96A25	TMEM106A
uc002idt.3	P49703	ARL4D
uc002idu.1	Q14562	DHX8
uc002idw.3	P43268	ETV4
uc002idz.3	P50221	MEOX1
uc002iec.1	Q9BQB4	SOST
uc002ied.4	P51452	DUSP3
uc002ieg.3	B2RV13	C17orf105
uc002iei.4	Q13368	MPP3
uc002iem.3	Q6UXG3	CD300LG
uc002ieo.1	Q14168-2	MPP2
uc010wiq.1	Q9Y5M1	FAM215A
uc002iep.3	P01298	PPY
uc002ieq.3	NP_004151	PYY
uc002ies.3	Q8N159	NAGS
uc002ieu.3	Q96IK0	TMEM101
uc002iev.3	Q3MHD2	LSM12
uc002iex.3	Q9BUM1	G6PC3
uc002iff.1	Q9UQL6-3	HDAC5
uc002ifi.2	Q8N3J3	C17orf53
uc002ifl.1	Q96NS5	ASB16
uc002ifo.3	Q71RG4	TMUB2
uc002ifz.3	Q14CW9-2	ATXN7L3
uc010czs.3	P17480	UBTF
uc002igf.4	P02730	SLC4A1
uc002igl.4	Q59EK9	RUNDC3A
uc002ign.2	Q9BZJ4	SLC25A39
uc002igp.1	P28799	GRN
uc002igs.2	A8MVW0	FAM171A2
uc002igt.1	P08514	ITGA2B
uc002igw.2	Q9UKJ3	GPATCH8
uc002igx.2	Q14332	FZD2
uc002iha.3	A2RUB1	C17orf104
uc002ihc.2	Q96MW1	CCDC43
uc002ihf.3	Q8NFT6	DBF4B
uc002ihh.3	O75078	ADAM11
uc002ihi.3		ADAM11
uc002ihl.3	P36383	GJC1
uc031rau.1	Q9P298	HIGD1B
uc031rav.1	Q15029	EFTUD2
uc002ihn.2	Q15029	EFTUD2
uc031ray.1	Q8IW40	CCDC103
uc002ihp.1	A6NFU0	FAM187A
uc002ihq.3	P14136	GFAP
uc010wjh.3	NP_001252506	KIF18B
uc002ihv.3	O75973	C1QL1
uc010daa.1	Q8WVC6	DCAKD
uc002ihz.3	P30419	NMT1
uc002iib.3	Q8N3E9	PLCD3
uc002iie.3	Q8NC06-3	ACBD4
uc002iig.3	O94992	HEXIM1
uc002iih.1	Q96MH2	HEXIM2
uc002iin.3	NP_005883	FMNL1
uc002iis.1	Q96LK8	SPATA32
uc002iiw.1	Q99558	MAP3K14
uc002iix.3	NP_954976	ARHGAP27
uc010dal.3	Q6ZUM4-4	ARHGAP27
uc002ija.3	Q9Y4G2	PLEKHM1
uc021tyn.2	Q7KZJ4	ARL17A
uc031rbi.1	J3KT91	LRRC37A3
uc010wjw.1		LOC644172
uc010dap.3	P34998	CRHR1
uc010wka.2	Q8IUH8	SPPL2C
uc010dau.3	P10636-9	MAPT
uc002ijw.4		MAPT-IT1
uc002ijy.2	Q8IWL8	STH
uc002ikd.3	NP_056258	KANSL1
uc031rbs.1	A6NMS7	LRRC37A
uc031rbt.1	A6NMS7	LRRC37A
uc031rbu.1	A6NMS7	LRRC37A
uc031rbv.1	A6NMS7	LRRC37A
uc031rbw.1	A6NMS7	LRRC37A
uc031rbx.1	A6NMS7	LRRC37A
uc031rby.1	A6NMS7	LRRC37A
uc031rbz.1	A6NMS7	LRRC37A
uc031rca.1	A6NMS7	LRRC37A
uc031rcb.1	A6NMS7	LRRC37A
uc031rcc.1	A6NMS7	LRRC37A
uc031rcd.1	A6NMS7	LRRC37A
uc031rce.1	A6NMS7	LRRC37A
uc031rcf.1	A6NMS7	LRRC37A
uc031rcg.1	A6NMS7	LRRC37A
uc002ikg.3	A6NMS7	LRRC37A
uc031rch.1	E9PP10	LRRC37A
uc002ikk.3	Q8IVW1	ARL17A
uc021tyz.1	I3L0L3	NSFP1
uc031rci.1	A6NM11	LRRC37A2
uc031rcj.1	A6NM11	LRRC37A2
uc031rck.1	A6NM11	LRRC37A2
uc031rcl.1	A6NM11	LRRC37A2
uc031rcm.1	A6NM11	LRRC37A2
uc031rcn.1	A6NM11	LRRC37A2
uc031rco.1	A6NM11	LRRC37A2
uc031rcp.1	A6NM11	LRRC37A2
uc031rcq.1	A6NM11	LRRC37A2
uc031rcr.1	A6NM11	LRRC37A2
uc031rcs.1	A6NM11	LRRC37A2
uc031rct.1	A6NM11	LRRC37A2
uc031rcu.1	A6NM11	LRRC37A2
uc031rcv.1	A6NM11	LRRC37A2
uc031rcw.1	A6NM11	LRRC37A2
uc002ikn.1	A6NM11	LRRC37A2
uc031rcx.1	Q5YKG5	LRRC37A2
uc002iks.2	Q8IVW1	ARL17A
uc002iku.3	P46459	NSF
uc002ikv.3	P56703	WNT3
uc002ikw.1	O14905	WNT9B
uc002ikz.3	O14653-2	GOSR2
uc002ilb.3	Q8N4K4	RPRML
uc002ile.4	G3V1C4	CDC27
uc002ilg.3	P12829	MYL4
uc002ilj.3	P05106	ITGB3
uc002iln.3	Q8IY85	EFCAB13
uc002ilo.2		AX748120
uc002ilr.4	P55786	NPEPPS
uc002ilt.2	Q14974	KPNB1
uc002ilu.3	A7MCY6	TBKBP1
uc002ilv.1	Q9UL17	TBX21
uc002ilx.1	Q9BZF2	OSBPL7
uc002ily.3	Q7Z7H8-2	MRPL10
uc002ima.3	Q96FV0	LRRC46
uc002imd.3	Q96FV2	SCRN2
uc002img.2	Q3SY56	SP6
uc002imj.1		AX746787
uc002imk.3	Q02086	SP2
uc002imo.3	Q9NVS9	PNPO
uc002imp.4	Q9BU68	PRR15L
uc010wlc.3	F5H3I5	CDK5RAP3
uc002imy.3	Q9P299	COPZ2
uc002imz.4	Q14494	NFE2L1
uc002ind.4	P83916	CBX1
uc002ing.1	Q9Y5W9	SNX11
uc002ini.1	Q86WV1	SKAP1
uc002ink.1	P14653	HOXB1
uc002inm.3	P14652	HOXB2
uc002ino.3	P14651	HOXB3
uc002inp.3	P17483	HOXB4
uc002inr.3	P09067	HOXB5
uc002ins.1	P17509	HOXB6
uc021tzk.1	I3L347	HOXB-AS3
uc002inv.3	P09629	HOXB7
uc002inw.3	P17481	HOXB8
uc002inx.3	P17482	HOXB9
uc002iny.3	Q96KF2	PRAC
uc002inz.2	D3DTV9	HOXB-AS5
uc002ioa.3	Q92826	HOXB13
uc021tzm.1	NP_001124390	TTLL6
uc010wlr.3	B4DP36	CALCOCO2
uc002ioh.3	P05496	ATP5G1
uc002ioi.3	Q9H832	UBE2Z
uc002ioj.3	Q96H20	SNF8
uc002iol.1	P09681	GIP
uc002iom.3	Q9NZI8	IGF2BP1
uc002ion.2	Q8NHY0	B4GALNT2
uc021tzq.1	O14610	GNGT2
uc002iop.1	NP_057512	ABI3
uc010wlv.1	Q8TCT1	PHOSPHO1
uc021tzs.1	Q8N7Z3	FLJ40194
uc002iow.3	Q9Y2D9	ZNF652
uc002iox.1	P35232	PHB
uc002ioz.4	P08138	NGFR
uc002ipa.3	O95157	NXPH3
uc002ipg.3	O43791	SPOP
uc002iph.1	P78383	SLC35B1
uc002ipk.3	Q9C073	FAM117A
uc002ipm.3	O95251	KAT7
uc002ipp.1	Q86UU9-5	TAC4
uc021tzt.1	Q6ZSH9	FLJ45513
uc002ipv.3	Q92988	DLX4
